OSM_tag_name,OSM_tag_value,Element_icon ,Comment ,Useful_for_MapAction,Data Category description,Cat_value,Date Theme description,Theme_value,Conforms_to_MA_Hierarchy,OSM_Element ,Data type,pt,ln,py,rel
natural ,heath ,NodeArea ,Bare lower lying uncultivated land with bushes but little or no tree cover.,N,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,mud ,NodeArea ,(Other languages) ,N,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,sand ,NodeArea ,"Ground coverage of mostly silica particles, with no or very sparse vegetation ",N,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,scrub ,NodeArea ,Uncultivated land covered with bushes or stunted trees ,N,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,stone ,Node ,"Freestanding stone; e.g., glacial erratic ",N,LandUse,land,Landcover,lnd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,tree ,Node ,Lone or significant trees. ,N,LandUse,land,Landcover,lnd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,tree_row ,Way ,Line of trees. ,N,LandUse,land,Landcover,lnd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
natural ,wetland ,NodeArea ,Waterlogged area (on Wikipedia) ,N,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,wood ,NodeArea ,Woodland where timber production does not dominate use. Be aware of landuse=forest. ,Y,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,bay ,NodeArea ,"A bay, a large body of water partially enclosed by land but with a wide mouth. (Other languages) ",Y,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,beach ,NodeArea ,"A beach, a flat area of sand, gravel or pebble next to water (Other languages) ",Y,Elevation,elev,Coastline,cst,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,coastline ,Way ,The mean high water spring line between the sea and land (with the water of on the right side of the way.) ,Y,Elevation,elev,Coastline,cst,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
natural ,spring ,Node ,A place where ground water flows naturally from the ground (Other languages) ,Y,Water Sanitation and Hygiene,wash,Water and sanitation,wes,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,water ,NodeArea ,"Lakes, etc. ",Y,LandUse,land,Landcover,lnd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,arete ,Way ,"An arête, a thin, almost knife-like, ridge of rock which is typically formed when two glaciers erode parallel U-shaped valleys. ",N,Physical,phys,Geophysical,geo,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
natural ,cave_entrance ,NodeArea ,The entrance to a cave. ,Y,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,cliff ,NodeWayArea ,"A cliff, a significant vertical, or near vertical, rock exposure (leave the lower face to the right of the way.) ",Y,Physical,phys,Geophysical,geo,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
natural ,glacier ,NodeArea ,Areas (or peaks) covered with ice throughout the year ,Y,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,peak ,Node ,Top of a hill or mountain (summit) ,Y,Physical,phys,Geophysical,geo,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,ridge ,Way ,A ridge ,N,Physical,phys,Geophysical,geo,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
natural ,rock ,NodeWay ,Suggested for mapping areas of rocks and small skerries that can be used for navigation or that might be a potential danger for navigation ,Y,Physical,phys,Geophysical,geo,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
natural ,saddle ,Node ,Saddle between hills ,Y,Physical,phys,Geophysical,geo,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,scree ,NodeArea ,Loose rock ,N,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,sinkhole ,NodeArea ,A natural depression or hole in the surface topography ,Y,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
natural ,volcano ,Node ,"A volcano, either dormant, extinct or active ",Y,Physical,phys,Volcano location,vol,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
natural ,user defined ,NodeArea ,All commonly used values according to Taginfo,Y,Physical,phys,Geophysical,geo,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,accountant ,Node Area ,An office for an accountant. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,administrative ,Node Area ,"Local authorities, administrative and supervising institutions that are not related to state government. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,architect ,Node Area ,An office for a architect. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,association ,Node Area ,"Office of a not-for-profit organisation, society, e.g. student,sport,consumer,automobile,bike association... ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,camping ,Node Area ,An office at a camping or recreational park. Also called reception. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,company ,Node Area ,An office for a private company. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,educational_institution ,Node Area ,An office for an educational institution. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,employment_agency ,Node Area ,An office for a employment agency. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,estate_agent ,Node Area ,An office for a estate agent or realtor. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,foundation ,Node Area ,An office for a foundation. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,government ,Node Area ,An office for a government agency or department. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,guide ,Node Area ,"An office for tour guides, mountain guides, dive guides, etc. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,insurance ,Node Area ,An office for a insurance company or agent. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,it ,Node Area ,An office for an IT specialist. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,lawyer ,Node Area ,An office for a lawyer. ,N,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,newspaper ,Node Area ,The office for a newspaper. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,ngo ,Node Area ,An office for a non-government organisation. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,political_party ,Node Area ,An office for a political party. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,quango ,Node Area ,An office for a quango (quasi-autonomous non-governmental organisation). ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,realtor,Node Area ,,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,real_estate_agent ,Node Area ,"see ""estate agent"" above. ",Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,research ,Node Area ,An office for R&D. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,telecommunication ,Node Area ,Telecommunication company office. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,travel_agent ,Node Area ,An office for a travel agent. See also shop=travel_agency. ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
office ,user defined ,Node Area ,All commonly used values according to Taginfo ,Y,LandUse,land,Buildings,bld,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,country ,Node ,"See boundary=administrative, admin_level=2 ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
place ,state ,Node Area ,"See Tag:boundary=administrative, admin_level varies; may not be used in all countries. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,region ,Node Area ,"See Tag:boundary=administrative, admin_level varies; may not be used in all countries. For natural regions other keys should be searched. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,province ,Node Area ,"See Tag:boundary=administrative, admin_level varies; may not be used in all countries. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,district ,Node Area ,"See Tag:boundary=administrative, admin_level varies; may not be used in all countries. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,county ,Node Area ,"See Tag:boundary=administrative, admin_level varies; may not be used in all countries. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,municipality ,Node Area ,"See Tag:boundary=administrative, admin_level varies; depending on the country a collection of arbitrary hamlets, villages and towns may form an administrative unit; sometimes members of a unit reform or join with another municipality as a result of political process. Within a municipality individual settlements are a lot less connected than those within a city, where they have grown connected over time. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,city ,Node Area ,"The largest urban settlements in the territory, normally including the national, state and provincial capitals. These are defined by charter or other governmental designation in some territories and are a matter of judgement in others. Should normally have a population of at least 100,000 people and be larger than nearby towns. See place=suburb and place=neighbourhood on how to tag divisions within a city. The outskirts of urban settlements may or may not match the administratively declared boundary of the city. ",Y,#N/A,#N/A,Settlement (city town populated place),#N/A,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,borough ,Node Area ,"See Tag:boundary=administrative, depending on the country suburbs in larger cities are often grouped into administrative units called boroughs or city districts; using the value borough avoids name confusion in countries that declare districts within their states or counties. ",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,suburb ,Node Area ,"A distinct section of an urban settlement (city, town, etc.) with its own name and identity. e.g.",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,quarter ,Node Area ,A named part of a bigger settlement where this part is smaller then a suburb and bigger then a neighbourhood. This does not have to be an administrative entity.,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,neighbourhood ,Node Area ,"A named part of a place=village, a place=town or a place=city. Smaller than place=suburb and place=quarter.",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,town ,Node Area ,"A second tier urban settlement of local importance, often with a population of 10,000 people and good range of local facilities including schools, medical facilities etc and traditionally a market. In areas of low population, towns may have significantly lower populations. See place=neighbourhood and possibly also place=suburb on how to tag divisions within a town. ",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,village ,Node Area ,"A smaller distinct settlement, smaller than a town with few facilities available with people traveling to nearby towns to access these. Populations of villages vary widely in different territories but will nearly always be less than 10,000 people, often a lot less. See place=neighbourhood on how to tag divisions within a larger village. ",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,hamlet ,Node Area ,"A smaller rural community typically with less than 100-200 inhabitants, few infrastructure. ",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,isolated_dwelling ,Node Area ,For a named settlement consisting of some two to three households in a secluded rural setting. ,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,farm ,Node Area ,A distinct named individual farm. See also landuse=farmyard.) ,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,allotments ,Node Area ,"Dacha or cottage settlement, which is located outside other inhabited locality. This value is used mainly in Russia and other countries of the former Soviet Union, where a lot of such unofficial settlements exist ",Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,continent ,Node Area ,"One of the seven continents: Africa, Antarctica, Asia, Australia, Europe, North America, South America ",Y,Admin,admn,Continent boundary,cnt,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,island ,Area ,"Identifies the coastline of an island (> 1 km²), also consider place=islet for very small islands ",Y,Physical,phys,"Islands, Islets",isl,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
place ,islet ,Node Area ,Identifies an islet (< 1 km²). ,Y,Physical,phys,"Islands, Islets",isl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,archipelago ,Relation ,"Identifies the relation of an archipelago, which contains several islands and islets. ",Y,Physical,phys,"Islands, Islets",isl,#N/A,Relation ,rel ,#N/A,#N/A,#N/A,rel
place ,locality ,Node Area ,For an unpopulated named place. ,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place ,User Defined ,Mf node.png Mf area.png ,All commonly used values according to Taginfo ,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
population ,Number ,Node Area ,"Number of inhabitants of the place. Among other things, it might be used in selecting which name to render at a given zoom level at what font size. ",Y,Population,popu,Population distribution,pop,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
name ,Text ,Node Area ,To define the name of a place. ,Y,Settlements,stle,"Settlement (city, town, populated place)",stl,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
place_numbers ,Number ,Node Way Area ,Probably better to use the Karlsruhe Schema instead of this tag. ,Y,Admin,admn,Pcode list,pco,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
postal_code ,Text ,Node Way Area ,Probably better to use the Karlsruhe Schema instead of this tag. ,Y,Points of Interest,pois,Address,adr,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
reference_point ,yes ,Node Way Area ,Named landmarks used to identify locations (common in some countries). ,Y,Points of Interest,pois,Sites of interest,sit,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
is_in ,Text ,Node Way Area ,"Optional. Rudimentary way to describe boundary hierarchies, e.g. place=suburb, name=Eccleshall, is_in=Sheffield,South Yorkshire,England,UK. If boundary polygons exist, it's usually not needed. Unless categorization is wrongly done by e.g. Nominatim. ",Y,Admin,admn,Administrative boundary (various levels),ad,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
power ,cable ,Way ,"A way following the path of underground cables, such as the local 0.4 kV network between transformer stations, distribution boxes and cable connection points, or sea cables. Not to be confused with non-power supply cables such as cables for telecommunication. May be combined with location=underground/underwater/overground. ",Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
power ,cable_distribution_cabinet ,Node ,"In these cabinets, the 400-V circuits to the house connections, connection and transfer points of the regional utilities are branched. Other uses include distributions of the municipal street lighting. ",Y,Utilities,util,Power Station,pst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
power ,converter ,Node ,"An HVDC converter converts electric power from high voltage alternating current (AC) to high-voltage direct current (HVDC), or vice-versa. ",Y,Utilities,util,Power Station,pst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
power ,generator ,Node Area Relation ,"A device used to convert power from one form to another. Use in combination with generator:source=*, generator:method=* and generator:output=*. ",Y,Utilities,util,Power Station,pst,#N/A,Node Area Relation ,pt py rel ,pt,#N/A,py,rel
power ,line ,Way ,"A way following the path of (overground) power cables. For minor power lines with poles and not towers, you may want to use power=minor_line. ",Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
power ,minor_line ,Way ,"A way following the path of (overground) minor power cables, supported by poles and not towers/pylons. (This isn't quite so simple, as sometimes larger towers are replaced by smaller poles made with a stronger material; a better distinction might be based on voltage.) ",Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
power ,plant ,Area Relation ,A place/industrial facility where power is generated. Use in combination with power=generator. ,Y,Utilities,util,Power Station,pst,#N/A,Area Relation ,py rel ,#N/A,#N/A,py,rel
power ,pole ,Node ,For single (often wooden or concrete) poles carrying medium/low voltage electricity cables. ,Y,Utilities,util,Power Line,pwl,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
power ,substation ,Node Area ,"A tag for electricity substations. These provide voltage step-up/step-down, switching, conditioning, etc. Substations may be large facilities (up to several acres) for very high voltage transmission lines or just small buildings or kiosks near the street for low voltage distribution lines. ",Y,Utilities,util,Power Station,pst,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
power ,switch ,Node ,A tag for electricity switches which are devices which allow operators to power up & down lines and transformer in substations or outside. ,Y,Utilities,util,Power Station,pst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
power ,tower ,Node ,For towers or pylons carrying high voltage electricity cables. Normally constructed from steel latticework but tubular or solid pylons are also commonly used. Should not be used for medium or low voltage electricity conductors carried on single wooden poles which might be tagged power=pole. See power=tower for detailed tagging of tower types. ,Y,Utilities,util,Power Line,pwl,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
power ,transformer ,Node ,A static device for transferring electric energy by inductive coupling between its windings. Large power transformers are typically located inside substations ,Y,Utilities,util,Power Station,pst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
cables ,"2, 3, 4, 6, 9, 12, ... ",Way ,Number of power-carrying cables represented by this way. The power line on the photo (click on it to see more details) has 6 double cables (the cable on top does not carry power) and thus may be tagged as cables=6 and wires=double. ,Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
circuits ,"1, 2, 3, ... ",Way ,Number of electrical circuits represented by this way. The tag may be used when the number of physical cables is unknown (often the case for underground cable connections) or when the number of circuits is different from cables=* divided by 3. The photo shows a power line that connects to a cable connection having two circuits and thus may be tagged as circuits=2 ,Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
tunnel ,yes ,Way ,"Use this if the line is underground. However, it is recommended to tag underground cables as power=cable instead of using this tag ",Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
voltage ,"110000, 220000, 380000, ... ",Way ,Voltage of the power line. ,Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
wires ,"single, double, triple, quad ",Way ,"Number of wires per power cable. ""single"" (1), ""double"" (2), ""triple"" (3) or ""quad"" (4). The photo shows an example of ""double"". ",Y,Utilities,util,Power Line,pwl,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
power ,User Defined ,Mf node.png Mf way.png Mf area.png ,All commonly used values according to Taginfo,Y,Utilities,util,Power Line,pwl,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
public_transport ,platform ,Mf node.png Mf way.png Mf area.png ,The place where passengers are waiting for the transportation vehicle. ,Y,Transport,tran,Railway station,rst,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
public_transport ,station ,Mf area.png ,A station where several buses or trains end their service. Used in combination with building=yes or area=yes. ,Y,Transport,tran,Railway station,rst,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
public_transport ,stop_position ,Mf node.png ,"The position on the street or rails where a bus, tram or train stops. ",Y,Transport,tran,Railway station,rst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
public transport ,user defined ,Node Area ,All commonly used values according to Taginfo,Y,Transport,tran,Railway station,rst,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
railway ,abandoned ,Way ,"The course of a former railway which has been abandoned and the track and infrastucture removed. The course may be still recognized through embankments, cuttings, bridges, tunnel and rolling or straight ways. ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,construction ,Way ,A railway under construction. See construction=* and the construction=yes proposal Proposed_features/Construction ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,disused ,Way ,A section of railway which is no longer used but where the track and infrastructure remains in place. See disused=yes for alternative tagging. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,funicular ,Way ,"Cable driven inclined railways. In many cases they serve touristic interest, giving easy access to spectacular mountain views. ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,light_rail ,Way ,"A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometer). ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,miniature ,Way ,Miniature railways are narrower than narrow gauge and carry passengers. They can be found in parks. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,monorail ,Way ,A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany) ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,narrow_gauge ,Way ,Narrow-gauge passenger or freight trains. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge=* to specify the actual width of rails. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,preserved ,Way ,"A railway running historic trains, usually a tourist attraction (changed to preserved from preserved_rail as ""rail"" is redundant). ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,rail ,Way ,Full sized passenger or freight trains in the standard gauge for the country or state ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,subway ,Way ,A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit). ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,tram ,Way ,"One or two carriage rail vehicles, usually sharing motor road (Other languages) ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
bridge ,yes ,Way ,"If the railway goes over a street, waterway or other railway. ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
cutting ,yes ,Way ,A section where the railway is significantly lower than ground level ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
electrified ,contact_line / rail / yes / no ,Way ,contact_line: a power line over the train head,,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
embankment ,yes ,Way ,A section where the railway is raised significantly higher than ground level ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
service ,siding ,Way ,"Relatively short lengths of track, running parallel to (and connected to) a main route ",N,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
service ,spur ,Way ,"Relatively short lengths of track, built to give one company or entity access to a main or branch line. ",N,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
service ,yard ,Way ,Tracks within railway company operated marshaling or maintenance yards ,N,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
tunnel ,yes ,Way ,If the railway goes below ground. Should be always present on subways. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
usage ,main / branch / freight / industrial / military / tourism ,Way ,,Y,Transport,tran,Railway / railroad,rrd,#N/A,Way ,ln ,#N/A,ln,#N/A,#N/A
railway ,halt ,Node ,"A small station, may not have a platform, trains may only stop on request. ",Y,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
public_transport ,platform ,Node Way Area ,"This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. ",N,Transport,tran,Railway station,rst,#N/A,Node Way Area ,pt ln py ,pt,ln,py,#N/A
railway ,station ,Node Area ,Railway station (Other languages). ,Y,Transport,tran,Railway station,rst,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
railway ,subway_entrance ,Node ,"The entrance to a subway station, usually going from surface to underground. ",Y,Transport,tran,Railway station,rst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,tram_stop ,Node ,A tram stop is a place where a passenger can embark / disembark a tram. ,Y,Transport,tran,Railway station,rst,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,buffer_stop ,Node ,stops the train at the end of a track. see Buffer_stop ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,derail ,Node ,a device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail_(railroad) ,N,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,crossing ,Node ,A point where pedestrians may cross. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,level_crossing ,Node ,A point where rails and roads cross. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
landuse ,railway ,Area ,Ground used around railways and railway-stations ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
railway ,switch ,Node ,Full Connections between railways (aka 'points') ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node ,pt ,pt,#N/A,#N/A,#N/A
railway ,turntable ,Node Area ,These are used for changing the direction that part of a train is pointing in. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node Area ,pt py ,pt,#N/A,py,#N/A
railway ,roundhouse ,Area ,A semicircular building with many stalls for servicing engines. ,Y,Transport,tran,Railway / railroad,rrd,#N/A,Area ,py ,#N/A,#N/A,py,#N/A
railway ,user defined ,Node Way ,All commonly used values according to Taginfo,Y,Transport,tran,Railway / railroad,rrd,#N/A,Node Way ,pt ln ,pt,ln,#N/A,#N/A
route ,bicycle ,Way Relation ,Cycle routes explains how to tag cycle routes ,N,Transport,tran,Highway,hwy,#N/A,Way Relation ,ln rel ,#N/A,ln,#N/A,rel
route ,bus ,Way Relation ,The route a public bus service takes. See Buses ,Y,Transport,tran,Bus,bus,tran,Way Relation ,ln rel ,#N/A,ln,#N/A,rel
